id,piece_name,category,era_or_year,materials_gemstones,price_type,sold_price,estimate_low,estimate_high,currency_note,sale_date,auction_house,sale_name,lot_number,listing_url,notes,source,first_captured
meta:sotheby's||2020-12-09|david webb | pair of cultured pearl and diamond earclips [養殖珍珠配鑽石耳環一對],David Webb | Pair of Cultured Pearl and Diamond Earclips [養殖珍珠配鑽石耳環一對],earrings,,,hammer,18900,15000,20000,USD,2020-12-09,Sotheby's,N10479,,,"Property From a Prominent American Collector [知名美國私人收藏] David Webb Pair of Cultured Pearl and Diamond Earclips [養殖珍珠配鑽石耳環一對] Centering two baroque cultured pearls measuring approximately 17.3 x 16.0 mm and 16.3 x 16.3 mm, surrounded by round and baguette diamonds, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2020-12-11|david webb | gold and diamond bracelet,David Webb | Gold and Diamond Bracelet,bracelet,,,hammer,18900,15000,20000,USD,2020-12-11,Sotheby's,N10484,,,"Property of a New York Lady David Webb Gold and Diamond Bracelet Of stylized design, the fluted polished gold links decorated at intervals with round diamonds. Diamonds weighing a total of approximately 4.05 caratsInternal circumference 7 inchesSigned Webb18 karat gold and platinumGross weight approximately 60 dwtsAccompanied by signed box — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2021-08-31|pair of gold and coral pendant-earclips,Pair of Gold and Coral Pendant-Earclips,necklace,,,hammer,18900,12000,15000,USD,2021-08-31,Sotheby's,N10769,,,The surmounts of Greek key design suspending coral cabochons within hammered gold frames. Length 3¼ inchesSigned Webb18 karat goldTotal gross weight approximately 48 dwtsPlease note this property cannot be shipped internationally due to endangered species materials — Auction type: Online Auctions — Location: New York,sothebys-site,2026-08-07
"meta:sotheby's||2022-03-09|two rock crystal, diamond and onyx necklaces","Two Rock Crystal, Diamond and Onyx Necklaces",necklace,,,hammer,18900,15000,20000,USD,2022-03-09,Sotheby's,N11069,,,"Composed of carved rock crystal beads, alternating with onyx and round diamond-set rondelles. Diamonds weighing a total of approximately 2.40 caratsLengths 20¾ inches and 19 inchesSigned Webb18 karat white gold — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2021-10-20|pair of coral, diamond and gem-set earclips","Pair of Coral, Diamond and Gem-Set Earclips",earrings,,,hammer,18900,15000,20000,USD,2021-10-20,Sotheby's,N10860,,,"Centering fluted coral cabochons, framed by carved emeralds and sapphires, accented by round diamonds. Diamonds weighing a total of approximately 4.20 caratsLength 1¼ inchesSigned David Webb18 karat gold and platinumPlease note this property cannot be shipped internationally due to endangered species materials — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2021-08-31|pair of diamond earclips,Pair of Diamond Earclips,earrings,,,hammer,18900,15000,20000,USD,2021-08-31,Sotheby's,N10769,,,Designed as concentric circles set with round diamonds. Diamonds weighing a total of approximately 10.75 caratsSigned Webb18 karat gold and platinumTotal gross weight approximately 20 dwts — Auction type: Online Auctions — Location: New York,sothebys-site,2026-08-07
"meta:sotheby's||2020-11-12|david webb | coral, emerald, diamond and enamel ring","David Webb | Coral, Emerald, Diamond and Enamel Ring",ring,,,hammer,18900,15000,20000,USD,2020-11-12,Sotheby's,N10432,,,"David Webb Coral, Emerald, Diamond and Enamel Ring Of geometric design, centering a coral cabochon, the corners set with emerald cabochons, accented by round diamonds and black enamel. Size 6½Signed David Webb18 karat gold and platinumPlease note this property cannot be shipped internationally due to endangered species materials — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2020-04-29|gold and rock crystal necklace, david webb","GOLD AND ROCK CRYSTAL NECKLACE, DAVID WEBB",necklace,,,hammer,18750,10000,15000,USD,2020-04-29,Sotheby's,N10353,,,"GOLD AND ROCK CRYSTAL NECKLACE, DAVID WEBB Composed of faceted rock crystal beads, spaced by textured gold geometric links and rondelles, gross weight approximately 139 dwts, length 17½ inches, signed Webb. — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2020-04-29|pair of gold, turquoise and diamond earclips, david webb","PAIR OF GOLD, TURQUOISE AND DIAMOND EARCLIPS, DAVID WEBB",earrings,,,hammer,18750,8000,12000,USD,2020-04-29,Sotheby's,N10353,,,"Property of a Private Collector, New York, New York PAIR OF GOLD, TURQUOISE AND DIAMOND EARCLIPS, DAVID WEBB Of floral design, the centers set with turquoise cabochons within two frames of textured gold petals, accented by round diamonds, signed Webb. — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-09-25|pair of gold and diamond earclips, david webb","PAIR OF GOLD AND DIAMOND EARCLIPS, DAVID WEBB",earrings,,,hammer,18750,12000,18000,USD,2019-09-25,Sotheby's,N10129,,,"Composed of interlocking hammered gold links, embellished with round diamonds, gross weight approximately 34 dwts, signed David Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-06-06|suite of gold and rock crystal jewels, david webb","SUITE OF GOLD AND ROCK CRYSTAL JEWELS, DAVID WEBB",other,,,hammer,18750,12000,15000,USD,2019-06-06,Sotheby's,N10092,,,"Comprising: a gold chain necklace set with an oval-shaped carved rock crystal, length 19¼ inches with detachable 2¾ inch section; a similarly-set ring carved with a checkered pattern, size 5¼; and a pair of similarly-set earclips carved with a scalloped pattern; total gross weight approximately 209 dwts, each signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-06-05|enamel, ruby and diamond bracelet, david webb","ENAMEL, RUBY AND DIAMOND BRACELET, DAVID WEBB",bracelet,,,hammer,18750,15000,20000,GBP,2019-06-05,Sotheby's,L19051,,,"Designed as two kissing frogs applied with blue basse-taille enamel and coiled motifs, highlighted with pavé-set brilliant-cut diamonds and cabochon rubies, inner circumference approximately 155mm, signed Webb. — Auction type: Main Sales — Location: London",sothebys-site,2026-08-07
"meta:sotheby's||2019-04-17|coral, emerald, sapphire and diamond clip-brooch, david webb","CORAL, EMERALD, SAPPHIRE AND DIAMOND CLIP-BROOCH, DAVID WEBB",brooch,,,hammer,18750,12000,18000,USD,2019-04-17,Sotheby's,N10052,,,"The Maltese cross composed of coral segments, centered on a cabochon emerald, framed and accented by round diamonds, further highlighted with round sapphires, signed Webb; circa 1965. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-04-17|cultured pearl and diamond bracelet, david webb","CULTURED PEARL AND DIAMOND BRACELET, DAVID WEBB",bracelet,,,hammer,18750,15000,20000,USD,2019-04-17,Sotheby's,N10052,,,"Composed of numerous cultured pearls measuring from 6.9 to 3.9 mm, set at intervals with round, old European and single-cut diamonds, internal circumference 6¾ inches, signed Webb, numbered IA64; circa 1965. With signed pouch. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-04-17|pair of gold, ruby and diamond earclips, david webb","PAIR OF GOLD, RUBY AND DIAMOND EARCLIPS, DAVID WEBB",earrings,,,hammer,18750,15000,20000,USD,2019-04-17,Sotheby's,N10051,,,"Designed as serpent heads, the scales composed of textured gold, the eyes set with cabochon rubies, accented by round diamonds, gross weight approximately 27 dwts, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2018-12-11|gem set, cultured pearl, enamel and diamond necklace, david webb","GEM SET, CULTURED PEARL, ENAMEL AND DIAMOND NECKLACE, DAVID WEBB",necklace,,,hammer,18750,3500,5500,GBP,2018-12-11,Sotheby's,L18052,,,"Composed of baroque cultured pearls, sapphire, ruby and fluted emerald beads, interspersed by brilliant-cut diamond and black enamel spacers, length approximately 430mm, signed Webb. — Auction type: Main Sales — Location: London",sothebys-site,2026-08-07
"meta:sotheby's||2018-12-04|pair of rock crystal and diamond earclips and ring, david webb","PAIR OF ROCK CRYSTAL AND DIAMOND EARCLIPS AND RING, DAVID WEBB",earrings,,,hammer,18750,8000,12000,USD,2018-12-04,Sotheby's,N09951,,,"Composed of fluted rock crystal highlighted with lines of round diamonds, ring size 6, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2018-11-15|pair of diamond ear clips, david webb","PAIR OF DIAMOND EAR CLIPS, DAVID WEBB",earrings,,,hammer,18750,10000,15000,CHF,2018-11-15,Sotheby's,GE1805,,,"Of two tone gold set throughout with brilliant-cut diamonds, each signed David Webb. — Auction type: Main Sales — Location: Geneva",sothebys-site,2026-08-07
"meta:sotheby's||2018-10-17|pair of sapphire and diamond earclips, david webb","PAIR OF SAPPHIRE AND DIAMOND EARCLIPS, DAVID WEBB",earrings,,,hammer,18750,8000,12000,USD,2018-10-17,Sotheby's,N09953,,,"Set with two cabochon sapphires each weighing approximately 8.00 carats, within a beaded gold frame accented with heart-shaped motifs set with round diamonds, signed David Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2024-12-12|pair of gold, enamel and diamond 'radiator hoop' earclips","Pair of Gold, Enamel and Diamond 'Radiator Hoop' Earclips",earrings,,,hammer,18000,7000,9000,USD,2024-12-12,Sotheby's,N11524,,,"Of doorknocker design, suspending squared drops with fluted tops, applied with white enamel and accented by round diamonds. Length 2¼ inchesSigned Webb18 karat gold and platinumGross weight approximately 35 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2024-05-21|cultured pearl, gold and diamond demi-parure | demi-parure perles de culture, or et diamants","Cultured pearl, gold and diamond demi-parure | Demi-parure perles de culture, or et diamants",other,,,hammer,18000,15000,25000,EUR,2024-05-21,Sotheby's,PF2420,,,"The necklace composed of two rows of baroque-shaped cultured pearls, enhanced with openwork motifs ornated with cultured pearls within a brilliant-cut diamond surrounding, together with a similarly designed brooch, length approximately 900mm, signed, French import assay mark for 18 carat gold, gross weight 373.20 grams. --------------------------------------- Le collier composé de deux rangs de perles de culture de forme baroque, réhaussé de motifs ajourés en or texturé et ornés de perles de culture dans un entourage de diamants taille brillant, on y joint une broche au design similaire; longueur 900mm environ, signé, poinçon français d'import pour l'or 18K (750°/00), poids brut 373.20 g. — Auction type: Main Sales — Location: Paris",sothebys-site,2026-08-07
meta:sotheby's||2024-05-21|gold and diamond cuff-bracelet | bracelet diamants et or,Gold and diamond cuff-bracelet | Bracelet diamants et or,bracelet,,,hammer,18000,11000,17000,EUR,2024-05-21,Sotheby's,PF2420,,,"The hinged cuff composed of fluted, hammered gold, the scroll terminals set with brilliant-cut diamonds, inner circumference approximately 160mm, signed, exempted from assay marking for 18 carat gold, maker's mark, gross weight 35.46 grams. --------------------------------------- A décor de godrons en or martelé, les terminaisons formant des enroulements serties de diamants taille brillant, circonférence intérieure 160mm, signé, dispense de poinçonnage pour l’or 18K (750°/00), poinçon de maître, poids brut 35.46 g. — Auction type: Main Sales — Location: Paris",sothebys-site,2026-08-07
meta:sotheby's||2026-06-18|gold and diamond clip-brooch,Gold and Diamond Clip-Brooch,brooch,,,hammer,17920,6000,8000,USD,2026-06-18,Sotheby's,N12180,,,"Of foliate spray design, composed of textured gold and set with round diamonds. Length approximately 2¾ inchesSigned Webb18 karat gold and platinumGross weight approximately 26 dwtsAccompanied by a signed pouch — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2026-06-18|pair of gold and diamond pendant-earclips,Pair of Gold and Diamond Pendant-Earclips,necklace,,,hammer,17920,12000,18000,USD,2026-06-18,Sotheby's,N12180,,,"Of doorknocker design, composed of hammered gold, decorated with round diamonds. Length approximately 2¼ inchesSigned David Webb18 karat gold and platinumGross weight approximately 38 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2026-06-18|pair of gold bangle-bracelets,Pair of Gold Bangle-Bracelets,bracelet,,,hammer,17920,10000,15000,USD,2026-06-18,Sotheby's,N12180,,,Of textured twisted design. Internal circumference approximately 6¾ inchesSigned Webb18 karat goldTotal gross weight approximately 83 dwts — Auction type: Online Auctions — Location: New York,sothebys-site,2026-08-07
meta:sotheby's||2026-05-12|gold sautoir,Gold Sautoir,other,,,hammer,17920,15000,25000,CHF,2026-05-12,Sotheby's,GE2602,,,"Composed of a series of hammered gold links, length approximately 690mm, signed Webb. — Auction type: Main Sales — Location: Geneva",sothebys-site,2026-08-07
meta:sotheby's||2026-06-18|gold and diamond ring,Gold and Diamond Ring,ring,,,hammer,17920,8000,12000,USD,2026-06-18,Sotheby's,N12180,,,"Of rectangular tiered design, set with round diamonds. Size 9Signed Webb18 karat gold and platinumGross weight approximately 29 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2025-12-11|gold, amethyst, and green quartz bead necklace","Gold, Amethyst, and Green Quartz Bead Necklace",necklace,,,hammer,17780,8000,12000,USD,2025-12-11,Sotheby's,N11817,,,"Composed of fluted amethyst beads and faceted green quartz beads, spaced by hammered gold end caps and ropetwist rondelles. Length approximately 17½ inchesSigned Webb18 karat goldGross weight approximately 159 dwtsAccompanied by a signed folder — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2025-12-11|pair of cultured pearl and diamond pendant-earclips,Pair of Cultured Pearl and Diamond Pendant-Earclips,necklace,,,hammer,17780,15000,20000,USD,2025-12-11,Sotheby's,N11817,,,"Suspending drop-shaped semi-baroque cultured pearls, the surmounts of foliate design, set throughout with round diamonds. Length approximately 2⅝ inchesSigned David WebbPlatinum — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
